gene_symbol,count
CLMN,4
LOC101929304 /// SNX29,4
KRIT1,4
HAUS2,4
IPO7,4
MPP7,4
WIZ,4
NUDT16,4
ABCA1,4
MIR4657 /// PURB,4
TTC12,4
ZNF599,4
FAM149B1,4
TROVE2,4
SCRN3,4
KLK2,4
SNED1,4
LINC00674,4
SFSWAP,4
LDLRAD4,4
PIP4K2B,4
CMTM6,4
SNRPA1,4
HS2ST1,4
CHD7,4
EMP2,4
PACRGL,4
P2RX2,4
ATF6,4
MINA,4
PMCHL1,4
CCDC71L,4
CADM3,4
GLG1,4
RCHY1,4
BTD,4
PTPN14,4
MAPK1IP1L,4
ANKRD28,4
ZFP28,4
PPP1R11,4
TFB2M,4
NADSYN1,4
SEPT7,4
PIN4,4
PAPPA2,4
CALCOCO2,4
PARD3,4
MIR4680 /// PDCD4,4
AMOTL1,4
SMG7,4
CEP95,4
TPPP,4
CSF2RA,4
GEMIN2,4
SERINC3,4
ZNF252P,4
MIR1204 /// PVT1,4
JMJD6,4
TIRAP,4
CMAHP,4
SCD,4
SRSF11,4
LOC100507217,4
TGM2,4
WDFY3,4
LMO3,4
C21orf2,4
EIF4G3,4
RNF144B,4
LMLN,4
RAPGEF6,4
ZNF503,4
LINC00894,4
EIF4E2,4
CDS1,4
GLRX3,4
NSUN4,4
MAPKAPK5-AS1,4
H3F3A /// H3F3B /// MIR4738,4
DIMT1,4
LOC101928818 /// PWRN1,4
RAD52,4
FILIP1,4
RPL15,4
ITPR3,4
TLK2,4
LOXL2,4
ABHD6,4
DHFR,4
PDE8A,4
MFI2,4
GTPBP10 /// LOC101927446,4
TYSND1,4
ST18,4
TMEM144,4
EIF1AX,4
LYNX1,4
TK2,4
DOCK8,4
TPP1,4
WDR48,4
FAHD2A,4
ATRX,4
FAS,4
QRSL1,4
UBAP2L,4
EGLN1,4
ULK4,4
RYBP,4
LZTFL1,4
PPP6C,4
CNTNAP4,4
NXPE3,4
XKR6,4
OSTM1,4
MRPS22,4
FZD3,4
STYX,4
PSMD5-AS1,4
ARHGEF2,4
RNF17,4
CYP3A43,4
MIPOL1,4
CDH4,4
CCSER2,4
IREB2,4
KIAA1731,4
CAMKK2,4
KLK15,4
MAP6,4
TRIM10,4
ODF2L,4
DSTYK,4
DDI2 /// RSC1A1,4
TMEM39A,4
CTNNA3,4
MRPS15,4
SSPN,4
FAM69B,4
OTUD4,4
DUSP16,4
PTPRF,4
LIN7A,4
EBP,4
MTMR3,4
PMP22,4
EPHA7,4
MED13,4
IQSEC3,4
SRGAP2 /// SRGAP2B /// SRGAP2C,4
PIGL,4
AK4 /// LOC100507855,4
SOX2,4
CHD1L,4
GRK5,4
LIMCH1,4
GAPVD1,4
RBM17,4
WDR59,4
KIAA1432,4
HABP4,4
METAP1D,4
RGS6,4
FAM126B,4
TMEM132A,4
ZNF407,4
METTL6,4
PTP4A2,4
FNBP1,4
HPGD,4
VCPIP1,4
ETV6,4
EHBP1L1,4
TMEM19,4
FLI1,4
STS,4
NAA30,4
SEPT9,4
TRIM38,4
PDGFRA,4
RAPH1,4
TRAF4,4
GTF2H5,4
UMPS,4
SSH1,4
WDR96,4
WNT6,4
IVNS1ABP,4
DERL1,4
YIPF6,4
NRXN3,4
FLOT1,4
DPY19L1,4
MED12,4
ATF7IP,4
PTCH1,4
GAREM,4
TMCO1,4
IL5RA,4
TEAD2,4
SPIN3,4
AGGF1,4
FANCD2,4
SRR,4
MRPS12,4
CYP4V2,4
USP53,4
KDM6A,4
ARL10,4
PDPN,4
TPP2,4
MEF2A,4
CSNK1G1,4
SIPA1L3,4
IKZF4,4
GALNT1,4
NT5E,4
DDR2,4
TMEM161B,4
SYK,4
RPL10 /// SNORA70,4
TMEM43,4
PDZD8,4
M1AP,4
TPM2,4
AHSA2,4
RPS6KA6,4
PPARD,4
KLHL9,4
LZTS2,4
ASXL3,4
INF2,4
PPP1R9A,4
BTN2A1,4
BMP7,4
RNGTT,4
RAC1,4
SLMAP,4
GUCY1A3,4
KLHL20,4
AGO3,4
UBE2G2,4
CYP2U1,4
MAP9,4
ANKFY1,4
ING1,4
APOOL,4
DAPP1,4
DPF3,4
PCDP1,4
PCNXL4,4
VSX1,4
CDH23 /// LOC100653137,4
ATP2C1,4
NAAA,4
UPB1,4
RICTOR,4
CDK19,4
SIN3A,4
EPB41L5,4
STK32A,4
PPP6R2,4
RHOF,4
SEC23IP,4
CNPY2,4
LOC100129518 /// SOD2,4
LOC100996668 /// ZEB1,4
ZFX,4
CP,4
AMBRA1,4
AURKAPS1 /// RAB3GAP2,4
VDR,4
XRCC4,4
WIPF2,4
AP2A2,4
RAP1A,4
GABBR2,4
SPATS2L,4
ARPC5L,4
MCF2,4
PSMF1,4
ZNF585A,4
NR2C1,4
PBX2,4
THRAP3,4
ARHGAP24,4
LOC440416,4
H2AFV,4
NBR1,4
RPS10,4
SLC39A9,4
EEF1D,4
TUB,4
EEPD1,4
ABCC13,4
USP46,4
BRF1,4
QSER1,4
ECHDC1,4
ULK2,4
RPP30,4
FAM134B,4
ACOT11,4
ACAD10,4
SNX1,4
B3GNT7,4
TOX3,4
AQR,4
EARS2,4
COA1,4
BCL11A,4
ICA1L,4
SLC4A8,4
ARHGAP32,4
MTUS1,4
PDE4DIP,4
MZF1,4
APOL6,4
BTG3,4
COL3A1,4
C2orf68,4
THUMPD3,4
SGCB,4
XRN1,4
MBD4,4
SMAD3,4
UQCC1,4
NHLRC2,4
DCT,4
TSGA10,4
PCDHGA1 /// PCDHGA10 /// PCDHGA11 /// PCDHGA12 /// PCDHGA2 /// PCDHGA3 /// PCDHGA4 /// PCDHGA5 /// PCDHGA6 /// PCDHGA7 /// PCDHGA8 /// PCDHGA9 /// PCDHGB1 /// PCDHGB2 /// PCDHGB3 /// PCDHGB4 /// PCDHGB5 /// PCDHGB6 /// PCDHGB7 /// PCDHGC3 /// PCDHGC4 /// PCDHGC5,4
TNIK,4
ZDHHC18,4
TRAFD1,4
WIPF3,4
LRRC27,4
LAMP2,4
KIF1B,4
INPP4B,4
HNRNPLL,4
KLC1,4
PTPN22,4
PSIP1,4
FRY,4
PGPEP1,4
FNBP4,4
SLC5A3,4
CCDC132,4
CLK4,4
CYB5B,4
REXO2,4
TRPM6,4
PLA2G12A,4
RDH11,4
RSBN1L,4
GRK6,4
SRSF7,4
ASCL1,4
SMC1A,4
SLC6A15,4
HSPA9,4
STK35,4
LRRC28,4
ZNF567,4
YIPF4,4
TFDP2,4
UHRF1BP1L,4
ZNF12,4
ABHD5,4
FAM20C,4
H2AFX,4
LYPLA2,4
TSC22D1,4
ANTXR2,4
ZNF551,4
GRAPL,4
HSPA8 /// SNORD14C /// SNORD14D,4
SZRD1,4
VPS13B,4
WASL,4
SFXN5,4
LARS,4
TTC23,4
PTGS1,4
ZNF391,4
FAM126A,4
GOSR1,4
CYTH3,4
EFNA5,4
PCDH11X /// PCDH11Y,4
CC2D1A,4
LPCAT2,4
PTPN4,4
VEZT,4
THRA,4
YTHDC2,4
LMO7,4
ZDHHC2,4
CCND2,4
LRRC7,4
STAT3,4
LARP1,4
FLJ11292,4
EWSR1,4
MINK1,4
LSM8,4
FAM122C,4
MAPK14,4
RASSF8,4
SHB,4
U2AF2,4
ARSB,4
USP2,4
RBM5,4
DIAPH1,4
CTDSPL2,4
KCNMA1,4
NSMCE4A,4
MAVS,4
STXBP6,4
GP2,4
AHNAK,4
SCUBE3,4
ERVH-6,4
BLZF1,4
TBX18,4
CHAF1A,4
AR,4
DDX52,4
RASGRP2,4
ELAVL4,4
MLXIP,4
METTL9,4
ZNF493,4
DDX18,4
BCL6B,4
METTL17,4
METTL7A,4
FAM115A /// LOC100294033,4
RBL1,4
DIEXF,4
GYPB,4
NCOA1,4
PRDM2,4
JAK3,4
SFTPB,4
GK,4
CNTN1,4
MMP24-AS1,4
ATN1,4
MIR6834 /// PFDN6,4
SOCS1,4
HAVCR2,4
CUL5,4
XYLB,4
TMEM151B,4
PTPRG,4
CTNND1 /// TMX2-CTNND1,4
ERCC8,4
AP4E1,4
PPM1F,4
GRSF1,4
THAP6,4
CEP350,4
SYDE1,4
SYT9,4
PSME3,4
SPPL2B,4
WDR72,4
FNDC3A,4
ERCC6L2,4
PLCG2,4
LRIG2,4
ZMYM5,4
ING5,4
ACTN2,4
WNT2B,4
CYP2A6,4
NMT2,4
CENPN,4
AXIN2,4
HELZ2,4
SERTAD4,4
PPARGC1B,4
TMEM37,4
PMS2P1,4
SFI1,4
PKNOX2,4
ZNF503-AS2,4
ISYNA1,4
BAZ2A,4
KIR3DL1 /// KIR3DL2,4
GNAO1,4
ZFR,4
PTCD3,4
CDH11,4
SLC22A23,4
BRD7,4
SAP30,4
LOC100505555 /// ZNF846,4
CRHR1-IT1 /// MGC57346,4
ATP5L,4
HIC2,4
PLXNC1,4
HBEGF,4
HECTD2,4
DCAF13,4
ANAPC16,4
ZNF677,4
RNF150,4
SIK2,4
ELP6,4
PALLD,4
NETO1,4
GADD45B,4
TFG,4
LINC00982,4
DBF4B,4
CCHCR1,4
ARG1,4
GPR173,4
CYB5RL,4
RAD18,4
BAG6,4
CYHR1,4
PPIG,4
NUFIP2,4
INTS10,4
TRPS1,4
IL1RL1,4
POU2F1,4
SFXN4,4
THOC2,4
ENTPD1,4
FBXO42,4
IFNAR1,4
LINC00032,4
UCHL5,4
PCSK6,4
CARD8,4
ITGA9,4
FAM208B,4
EBF1,4
PRCP,4
TMEM182,4
HGD,4
CXorf36,4
RANBP9,4
GPRC5B,4
TOLLIP,4
ADAMTS5,4
JPH3,4
HEXA,4
RECQL,4
ARHGDIA,4
ALB,4
BAIAP2,4
BCOR,4
MAP3K7,4
KCTD1,4
UBXN4,4
RNF216,4
ATF5,4
ZMYND11,4
KAZN,4
PKD1L2,4
COPA,4
SULT1C2,4
USP22,4
SERPINB1,4
AGRN,4
CBX2,4
RDH13,4
LYST,4
ELMO2,4
SPATA6,4
NOP16,4
LSM11,4
FOXK1,4
DDX28,4
PTPRD,4
PTPLAD1,4
EPC1,4
ALKBH7,4
WBSCR16,4
POU6F1,4
MTSS1,4
PRR14L,4
JAK1,4
PDGFB,4
FUBP1,4
PLEKHG3,4
CASC5,4
IFT80,4
COX5B,4
CCPG1 /// DYX1C1-CCPG1,4
PCDH10,4
CREBBP,4
CNTNAP2,4
FMNL3,4
PFKFB2,4
C2CD3,4
MTPAP,4
OCLN,4
FBLIM1,4
KPNA6,4
NOX1,4
LILRA2,4
RAP1GDS1,4
MYT1L,4
C9orf16,4
CHEK1,4
IBA57,4
CNTROB,4
HIPK3,4
MRPS5,4
NFASC,4
CXADR,4
RDX,4
SYTL3,4
OGFOD1,4
HIP1,4
FBXO10,4
SART3,4
RASGRF1,4
TTC26,4
SET /// SETSIP,4
CDC42EP3,4
HKDC1,4
SOX5,4
SAMD4B,4
SEL1L3,4
GPR110,4
GPM6B,4
EVI5L,4
IL17RA,4
NNT,4
KDSR,4
LTBP4,4
DNAJA4,4
CLEC2D,4
KCNK1,4
TBX2,4
TIPRL,4
SERINC2,4
TMEM87A,4
KIAA1244,4
LATS2,4
AK7,4
DNAJC3,4
DAGLB,4
ADAMTS9,4
FAM192A,4
AJAP1,4
GBP1,4
CCNL1,4
SNAP23,4
SLC24A1,4
ZDHHC14,4
CDADC1,4
POSTN,4
SOGA1,4
MCAM /// MIR6756,4
PTBP1,4
UHMK1,4
LINC00944,4
SSH2,4
MIB1,4
DYNC1LI2,4
RNF7,4
DIS3L2,4
ENO1,4
ARHGAP29,4
CERS6,4
SIRT5,4
FAM76B,4
PCGF2,4
DYRK2,4
SF3A1,4
NOL6,4
NSL1,4
TNK2,4
FKBP1A /// LOC101929368,4
NELFCD,4
TBX5,4
TRIM13,4
NRP1,4
LAMP1,4
PTK2,4
DEPDC1,4
SLC1A2,4
LOC101928747 /// RBMX /// SNORD61,4
SPG20,4
EP400,4
C3orf65,4
MFF,4
ANKHD1 /// ANKHD1-EIF4EBP3,4
SLC25A42,4
APPBP2,4
PPFIA1,4
FAM120AOS,4
FAM26F,4
CDKN1C,4
TMTC1,4
DNAJB12,4
MYL4,4
KANSL3,4
RNF141,4
KIAA1430,4
GH1,4
MORN1,4
NFYB,4
PDE3A,4
MTMR1,4
TACR1,4
SCD5,4
ITIH4,4
TIMM17A,4
STK17B,4
STXBP4,4
INTS6,4
SMARCE1,4
ZKSCAN3,4
FNIP2,4
NFATC2,4
DCLK1,4
NAMPT,4
HIPK1,4
C5orf56,4
GNAL,4
TARP /// TRGC2 /// TRGV9,4
TFB1M,4
MARCH1,4
YIPF5,4
ERG,4
PAFAH1B1,4
RUFY1,4
PRKAR1A,4
KLHL29,4
THUMPD3-AS1,4
SEL1L,4
TSR1,4
GRB10,4
OPA1,4
CPEB4,4
KLF3,4
GPSM2,4
TMBIM4,4
SEPT11,4
ERBB4,4
MFSD4,4
VANGL1,4
GLS2,4
KCNB1,4
ANXA2,4
SPIRE2,4
UEVLD,4
MTBP,4
PIGG,4
FSD1L,4
LOC729966 /// PDE4C,4
MPHOSPH9,4
ADCK2,4
CYBB,4
RANBP3,4
ITGB6 /// LOC100505984,4
ATP6V1C1,4
WAPAL,4
CLU,4
BAZ1B,4
PAOX,4
CNTLN,4
UBR3,4
IPO5P1,4
IVD,4
UTP23,4
CCDC82,4
NAB1,4
HRH3,4
CENPI,4
CLTB,4
H2AFJ,4
PRIM2 /// PRIM2B,4
NMNAT2,4
DSC2,4
LPHN3,4
KCNIP2,4
B3GALNT2,4
SUFU,4
VIL1,4
KHSRP,4
GPR107,4
SP1,4
ABCB5,4
PDS5A,4
THSD7A,4
HBB,4
MKI67,4
ARHGEF10,4
STX7,4
TBX5-AS1,4
IQGAP3,4
ITGB5,4
DLL3,4
TLR4,4
ZNF226,4
ACP1,4
CNOT7,4
PLXNA4,4
RIMKLA,4
ZFP36L2,4
RANBP10,4
CTSC,4
STOX2,4
F11,4
SLC35D2,4
VEGFA,4
BBIP1,4
FRMD8,4
TANK,4
KCTD7 /// RABGEF1,4
ANK2,4
MICAL2,4
SLC25A29,4
ACAN,4
TJP2,4
ZNF780B,4
DLGAP1,4
NEK6,4
MAPRE3,4
TMOD3,4
DGCR5,4
BICD2,4
BCL2L1,4
TAL1,4
AGO4,4
PRDM15,4
DMD,4
ZFP36L1,4
SZT2,4
FIGN,4
JUND,4
BCAN,4
LINC01184 /// LOC101929964,4
SKP1,4
SRCAP,4
NEGR1,4
DCAF15,4
C3orf38,4
CDH26,4
TACSTD2,4
CD40,4
PLA2R1,4
SDF4,4
PHKB,4
MOB1A,4
MIEF1,4
SLC25A30,4
ZNF775,4
CTU2,4
SUPT6H,4
NFRKB,4
DCP2,4
CDC27,4
FAM83A,4
FBXW7,4
SCARB2,4
MYO7A,4
NKAIN4,4
FANCB,4
KSR1,4
NEDD4L,4
SMC3,4
LOC101927027,4
POLR2J4,4
SEC14L1,4
UPF3A,4
VTA1,4
CACYBP,4
ZDHHC3,4
HS1BP3,4
ESCO2,4
RAB1A,4
BCAT1,4
PRUNE,4
ZNF789,4
CSF1,4
GOLGA2,4
CPEB3,4
ITGA8,4
CNOT2,4
DCAF10,4
LAPTM4B,4
CASP10,4
MED1,4
OGFR,4
NDOR1,4
RAB3GAP1,4
UBE2J2,4
SYS1,4
SQSTM1,4
FZR1,4
ARGLU1,4
AIF1,4
METTL14,4
DIDO1,4
KYNU,4
CDC42SE1,4
SQLE,4
FAM178A,4
COX4I1,4
TMEM242,4
MIR6883 /// PER1,4
TSR3,4
ANKS6,4
LAMA2,4
DDX3Y,4
REV1,4
ENOX2,4
CD22,4
LARGE-AS1,4
NFIX,4
SRRM2,4
DOPEY1,4
SETD8,4
CLOCK,4
TNFRSF10C,4
EML2,4
FAM134A,4
PSMD4,4
TMEM63A,4
FOXO3,4
RPS16,4
ARID4B,4
RANBP2,4
LRRC16A,4
HSD17B12,4
PVRL1,4
LILRA5,4
TFAM,4
ZNF652,4
PHYKPL,4
TRIM4,4
PWWP2A,4
KRT7,4
NREP,4
TMEM106B,4
KIAA0141,4
BRAP,4
NOL3,4
SLC39A6,4
ARFGEF2,4
TF,4
LRIG1,4
PHF21A,4
ZFP64,4
BTF3,4
EYA3,4
SUN5,4
SDCCAG8,4
FLCN,4
SERPINB6,4
PDE12,4
PRICKLE1,4
RAD51L3-RFFL /// RFFL,4
SUN1,4
ENDOV,4
SMARCC1,4
MGAT4A,4
CNKSR3,4
GNG2,4
CBX3,4
SLC23A2,4
SLC38A7,4
BTBD9,4
ELAVL1,4
H3F3A /// H3F3AP4 /// H3F3B,4
ATP5C1,4
CASC15,4
RPS14,4
KLHL6,4
PTN,4
CNNM2,4
PANX1,4
CNST,4
DNAH14,4
AMMECR1,4
ZNF277,4
SRGAP3,4
HAPLN1,4
MAST2,4
H6PD,4
UQCRB,4
ITGA2B,4
CSNK2A1,4
MUC20,4
SNAPC3,4
MAPKAP1,4
HLA-G,4
LATS1,4
SPIRE1,4
ADRA1A,4
VPS13C,4
C5orf63,4
WIPF1,4
SLC44A5,4
LTBR,4
SLC46A1,4
GMEB1,4
MTRF1L,4
B4GALT6,4
UACA,4
SLC2A5,4
SLC33A1,4
GPD1,4
ELMOD2,4
CFL1,4
PRDX2,4
NSD1,4
GFPT1,4
LINC00665,4
MKL2,4
RAD23B,4
ENTHD2,4
POLDIP3,4
PAK1,4
RHBDL3,4
ELOVL5,4
KCNN3,4
SS18,4
HMCN2,4
TMEM108,4
GNG4,4
EIF3K,4
CHRNA4,4
WISP1,4
EPB41L4A,4
ABCC4,4
SNTB1,4
ZNF71,4
TNKS2,4
PCDH9,4
KAT6A,4
ENOSF1,4
RBBP9,4
TPM4,4
GNL3L,4
SPAG11A /// SPAG11B,4
ZMIZ2,4
CUL7,4
CACNA1D,4
NEU3,4
TRPC4,4
NPL,4
TRNAU1AP,4
CDH8,4
RASSF4,4
CCDC13,4
CDC5L,4
NT5DC1,4
RNASEH2B,4
SPG11,4
ADH1B,4
OSGIN2,4
BRCC3,4
ZNF160,4
MBNL2,4
SMAD6,4
ATAD2,4
CDK1,4
CARS,4
RNU86 /// RPL3 /// SNORD83B,4
CD300LG,4
GJC1,4
LOC389906,4
STX16,4
RTN4,4
ACTN1,4
IL13RA1,4
PVRL2,4
PRR5L,4
MRS2,4
F11R,4
ZNF3,4
NHSL1,4
RAB21,4
IGF2BP3,4
DAZAP2,4
HNRNPH3,4
TMCO3,4
HSPA4,4
LOC389834,4
RFX3,4
ZNF555,4
FKSG49,4
HSD17B14,4
SYMPK,4
HLA-C,4
PGLS,4
ALPK1,4
PPP1R2,4
SFRP1,4
PARP10,4
KY,4
ZBTB24,3
SFN,3
ARAP2 /// LOC101928667,3
TBC1D22B,3
DNPH1,3
DFFA,3
METTL13,3
ACAP1,3
CENPBD1P1,3
MED27,3
HEATR6,3
RPS9,3
SHC3,3
SENP2,3
OTUD1,3
CYP2R1,3
SLC24A4,3
ALDH3B1,3
TRAPPC9,3
SAYSD1,3
TNPO3,3
USP28,3
ARHGAP18,3
SH3PXD2A,3
CCDC37-AS1,3
TMCO5A,3
KNOP1,3
FAM71B,3
GRIN2A,3
C18orf8,3
OR51E2,3
FLII,3
KATNB1,3
SUCLG2,3
HLA-B,3
HPS4,3
GAD1,3
CHERP,3
GRM1,3
SLC26A7,3
SPATA22,3
SNX20,3
SUMO1,3
LINC01191,3
FGF12,3
GTF2F1,3
PPP3CA,3
LOC692247,3
CCDC174,3
TBC1D22A,3
UBALD1,3
BAHCC1,3
ZNF268,3
NPC1L1,3
WDR12,3
CNGB1,3
BTG1,3
UFL1,3
ELAVL3,3
CDRT1,3
PPME1,3
CYCS,3
KRCC1,3
SP140L,3
DOK6,3
CISH,3
EPN2 /// EPN2-IT1,3
MON2,3
CPSF3L /// MIR6727,3
RHAG,3
TRMT61A,3
EQTN,3
LGR4,3
FDFT1,3
ERN1,3
BRWD3,3
RARG,3
TYR,3
SLC12A3,3
ZNF618,3
GREB1,3
RPL4 /// SNORD16 /// SNORD18A /// SNORD18B /// SNORD18C,3
STAT2,3
CASD1,3
FNTA,3
S1PR5,3
EML3,3
EVC,3
CHMP2B,3
SGSM1,3
SHROOM1,3
CD8B /// LOC100996919,3
MRPL4,3
BPI /// LOC149684,3
SCARF2,3
NBAS,3
PRKG1,3
ANKMY1,3
ATAD3B,3
ZBTB47,3
FAM181B,3
RP11-95D17.1,3
CEP250,3
PPP1R3F,3
DNPEP,3
LOC102546299,3
CCDC14,3
METTL10,3
EPHA10,3
MYO7B,3
CSMD2,3
PIGK,3
TEX26-AS1,3
EDIL3,3
SPEF2,3
ATF3,3
MYRF,3
PPP1R7,3
CSH1 /// CSHL1 /// GH1,3
DNAH10,3
NSUN3,3
CCDC18,3
CHURC1,3
SLC6A19,3
PAX1,3
SLC48A1,3
GTF3A,3
MIR4800 /// MXD4,3
KIAA0930,3
DDX31,3
PLCH1,3
MYO3B,3
ZFYVE20,3
MLH3,3
ABL2,3
NKX3-1,3
RNF41,3
NEO1,3
SRRM4,3
LINC00960,3
LOC101929597 /// TBCD,3
SLC41A2,3
CPSF6,3
FMNL2,3
DCBLD2,3
TYW5,3
TOM1L2,3
CD79B,3
PRB1,3
ZNF101,3
DTNBP1,3
FAM45A /// FAM45B,3
GCOM1 /// POLR2M,3
PPP2CA,3
RBM14-RBM4 /// RBM4,3
ZNF736,3
YBEY,3
ATP11A-AS1,3
FCN2,3
LCA5,3
CCDC181,3
USB1,3
TMEM132B,3
LOC100506379,3
GLI3,3
SMURF2,3
ADRBK1,3
PLXND1,3
SIM2,3
PIAS1,3
SLC25A13,3
NEK9,3
TMLHE,3
TRIM7,3
WASF2,3
NPEPPS,3
NKD1,3
MICALL2,3
MAP3K6,3
ATR,3
ST14,3
KDM2A,3
GOLIM4,3
SEMA6B,3
PDE10A,3
MIR4691 /// MIR7113 /// NDUFS8,3
POLG,3
IFT140,3
KCNK3,3
GALT,3
SLC4A5,3
RFX4,3
ZSCAN16-AS1,3
SLC16A5,3
DSE,3
APAF1,3
DPH6,3
REPS2,3
IGF2BP1,3
SLC10A7,3
OTULIN,3
EYA4,3
PHKA2,3
IGHMBP2,3
FOXN4,3
FECH,3
C9orf85,3
TSHR,3
KCNE3,3
PHACTR1,3
PAIP2,3
TECPR1,3
SLC30A4,3
LOC100996792 /// MAP2K3,3
DYNC2H1,3
ME1,3
PI4K2A,3
FSTL4,3
LRP10,3
LOC100233156 /// MAFIP /// TEKT4P2,3
IL17RC,3
FABP6,3
RPN2,3
CCNI,3
NUP188,3
TBCEL,3
MC2R,3
ERGIC3,3
ANGPTL2,3
SLC12A6,3
SGSM3,3
CCBL1,3
IRF5,3
ZC2HC1A,3
GAS2L1,3
RNPC3,3
LCORL,3
BRD3,3
CCDC88C,3
POLR1D,3
SSBP3,3
TP73,3
DRAXIN,3
C19orf66,3
GPR26,3
ST13,3
ABCC5,3
STRA6,3
NDFIP1,3
MAPK4,3
RGS10,3
PIK3CG,3
LINC00301,3
HMBOX1,3
BCL11B,3
HLA-E,3
DNAJC15,3
KCNJ12 /// KCNJ18 /// LOC100996843,3
SNX22,3
BRD2,3
DCLK2,3
PPDPF,3
SF1,3
ZNF536,3
GUCA1A,3
DENND6B,3
C7orf50,3
FAM135B,3
BEST1,3
PTPRJ,3
TSPAN16,3
HNRNPR,3
SCNN1A,3
CHPT1,3
MRPL20,3
WDTC1,3
SUV420H1,3
ALS2,3
SLC6A4,3
ETS2,3
COG1,3
TTLL4,3
ZNF292,3
ZNF507,3
DNAH9,3
SGSM2,3
FLJ37035,3
RABGAP1,3
NIFK,3
ARPIN,3
LY9,3
HDAC8,3
TM6SF2,3
CEBPZOS,3
SNAP29,3
UBE3D,3
CDC42EP4,3
HPS3,3
PSG6,3
STK10,3
PITPNA,3
TINAG,3
POLR3G,3
PRRC2B,3
COX20,3
C20orf26,3
SGMS2,3
NUDCD3,3
EFR3B,3
PRKCH,3
MORF4L1,3
ADAL,3
SLC1A7,3
RAPGEF1,3
HOXB7,3
SPCS2,3
CRK,3
DHRS12,3
EPB41L1,3
ZNF107,3
MERTK,3
GALK2,3
C15orf39,3
TCOF1,3
ZNF341,3
EPHA3,3
OPA3,3
RALBP1,3
VMA21,3
KIAA2022,3
LOC100507316,3
AIMP1,3
LINC00476 /// LOC101930476,3
BACE2,3
ACPP,3
TTC38,3
PTGER1,3
COL1A2,3
NUP54,3
C8orf46,3
FYN,3
GRIA4,3
GPR126,3
CKAP4,3
TEAD1,3
CFL2,3
CRHR1,3
RCAN1,3
SMURF1,3
VNN3,3
PLEKHG2,3
ABCA2,3
LOC101928274 /// VSIG10,3
FGD4,3
MEI1,3
POMGNT1,3
AMIGO3 /// GMPPB,3
TMEM178B,3
IFNGR1,3
COL4A4,3
SSBP4,3
NDUFAF5,3
CPXM2,3
RGPD3 /// RGPD4 /// RGPD5 /// RGPD6 /// RGPD8,3
RRP8,3
EIF4G2,3
STXBP5L,3
RPS6KA5,3
MED8,3
EMC3,3
ARL3,3
CTC1,3
AGBL3,3
SLC35B4,3
DPYD,3
CAMK4,3
VAMP2,3
UBR5,3
PPFIA2,3
SMG9,3
KIRREL,3
CHN2,3
EVA1B,3
SOCS5,3
KMT2E,3
IL16,3
NPM1,3
ACSF3,3
ASH1L,3
ATP5SL,3
TLN1,3
DDX51,3
EXOSC4,3
TRAPPC13,3
MRPL35,3
EIF2AK2,3
SLC2A11,3
DPPA4,3
TRIM62,3
NUFIP1,3
EHMT2,3
CYSLTR1,3
EIF1B-AS1,3
SAR1A,3
MIER1,3
NEFL,3
ANKRD9,3
ZNF440,3
HLA-DQB1,3
CD209,3
PWP2,3
ARHGAP33,3
NR4A1,3
ARL5A /// LOC101929356,3
DUSP1,3
FAM49A,3
UBXN10,3
RUNX3,3
THEM4,3
MUSK,3
TEX11,3
EIF4B,3
SCIN,3
ANXA11,3
RHOT2,3
RPS2 /// SNORA64,3
ERCC1,3
VAC14,3
RAI1,3
ARAP1,3
LOC100130502,3
EFNA2,3
RRP7A,3
F5,3
SASH1,3
WDR62,3
LTBP3,3
NHLRC3,3
ETV3,3
MAGI3,3
IKZF3,3
C15orf57,3
GRN,3
TFCP2L1,3
SLC7A6,3
PRKCQ-AS1,3
MKNK1,3
XPNPEP1,3
ETS1,3
RNF145,3
ADAMTS17,3
PITPNM2,3
DNAJC22,3
BLOC1S6,3
TNXB,3
LIMK1,3
ISCA1,3
RPS20 /// SNORD54,3
RMDN2,3
TTLL9,3
CSNK1D,3
BACH1,3
PAPSS2,3
RCOR3,3
FOXD3,3
EXOSC2,3
PDE6D,3
HERPUD2,3
USP33,3
ANKRD24,3
CDC16,3
STRADA,3
FAM208A,3
HAGLR,3
ZNF362,3
GNB1L,3
UTY,3
PSMB1,3
RBM18,3
PCIF1,3
XAF1,3
TRIM15,3
FBXO38,3
LLPH,3
LACC1,3
CLDN23,3
RANBP1,3
HMGCLL1,3
CIITA,3
WFDC2,3
MAP1A,3
SLC17A9,3
SLC15A2,3
RAB29,3
AP4B1,3
PCGF3,3
DPY19L4,3
MYOZ2,3
GEMIN7,3
SFXN3,3
DHX8,3
DACH1,3
MBD6,3
BCL2L15,3
CDC42SE2,3
PLAA,3
TRMT10A,3
DNMT3A,3
DNTT,3
TMEM38B,3
MLLT6,3
DERL3,3
MPPE1,3
CMBL,3
SRCIN1,3
UBIAD1,3
MSL3,3
COPB1,3
FGF22,3
RNF114,3
SDC2,3
FADS1 /// MIR1908,3
ZNF169,3
ATRIP /// TREX1,3
FERMT2,3
AKR1E2,3
OSBPL7,3
MAP2K2,3
FCRLA,3
CYTH4,3
ALS2CL,3
ACAA2,3
RRN3P1,3
CASC10,3
IDH3B,3
CCDC65,3
SIRPB1,3
SREBF2,3
FAM135A,3
SLC7A2,3
