gene_symbol,count
ACAT1,3
RAP2B,3
LRRC43,3
HN1L,3
ZNF302,3
MBNL3,3
LINC00458,3
ZZEF1,3
TSPAN5,3
SCAND1,3
HES1,3
PCLO,3
ZFHX4,3
NFKBIB,3
KDM4C,3
TANC1,3
TLE6,3
ATAD2B,3
SEPHS1,3
USP16,3
LRP6,3
ZNF765,3
RGS11,3
GREM2,3
AUTS2,3
MYSM1,3
HAB1,3
KIN,3
NEDD1,3
KCNH6,3
ESYT3,3
CYP39A1,3
DUOX1,3
CNDP2,3
HOXD13,3
FAM110B,3
NT5DC2,3
LOC400940,3
ATXN7,3
RPA1,3
ATP5G3,3
GABRA5,3
PREP,3
PRRC2A,3
SBF2,3
WWTR1,3
TTC14,3
GRM8,3
ABCB9,3
SIVA1,3
RNF40,3
KCNC3,3
CCNL2,3
NAA25,3
CROCCP2,3
TSSK6,3
SORL1,3
RAE1,3
CEACAM7,3
CCDC85B,3
ZNF592,3
GATA3,3
GORASP2,3
MRO,3
CLUAP1,3
MITF,3
CHST3,3
ZFYVE28,3
SLC39A3,3
ZCCHC3,3
OBP2A,3
LRCH4,3
PAGR1,3
NPHP1,3
DCTN2,3
BSND,3
B3GNT5,3
TIMM22,3
RPS27L,3
EPB41L2,3
PPIL6,3
USP37,3
AP3D1,3
HELZ,3
PPAP2B,3
ADCY9,3
TCTE3,3
MYO3A,3
TAF10,3
FAM92A1,3
RAB11FIP3,3
N6AMT1,3
EIF3A,3
FOXRED2,3
ASB1,3
CMTM3,3
FGA,3
CLEC11A,3
UCKL1,3
GADD45GIP1,3
TPCN1,3
ADAMTS7,3
FAM170B-AS1,3
FAM117B,3
AAGAB,3
FMO5,3
STXBP5,3
DHODH,3
PPP1R3E,3
C21orf67,3
MTUS2,3
NDUFA11,3
CCDC97,3
PDIA2,3
MEF2C,3
TCEA1,3
LSS,3
DPP8,3
CDK14,3
CCDC150,3
LOC101927673 /// OTUB1,3
VEZF1,3
ZNF518B,3
KPNA5,3
BMP8A,3
NR4A2,3
SENP6,3
CPEB2,3
AREL1,3
TNC,3
STK19,3
ATP2B4,3
C2orf72,3
DNAJC1,3
TTLL11,3
CACNB1,3
GHRHR,3
TRERF1,3
LTN1,3
SPAG16,3
MAN2C1,3
TTC6,3
ZFP1,3
POLR2C,3
SULT1A1,3
C11orf87,3
KCNT1,3
KXD1,3
GOLGA2P5,3
FRRS1L,3
PELO,3
PLXNA1,3
RPL14,3
LOC283693,3
AFG3L1P,3
FANCC,3
CWF19L1,3
PAFAH1B2,3
UNKL,3
KLF13,3
AGK,3
EPS8L2,3
C7orf26,3
TMEM234,3
CABLES1,3
APOE,3
OLAH,3
IGHG1,3
CLDN19,3
SLC30A7,3
TNFRSF19,3
EXD3,3
ATP8A2,3
HIGD1A,3
ZBTB37,3
KIZ,3
CXCL5,3
MYO9B,3
DNAJC12,3
CENPJ,3
ACSL4,3
C16orf58,3
NSUN6,3
ABHD17B,3
OSBP,3
LRPAP1,3
SCN11A,3
PUS10,3
CDK16,3
MEAF6,3
NOP14-AS1,3
GPBP1L1,3
KANK2,3
RPS6KA2,3
TBCD,3
DNAJC8,3
ZNF264,3
USF2,3
SLC38A2,3
VSTM2A,3
ELOVL6,3
HDAC6,3
POLR3A,3
HOXA-AS2,3
VAMP1,3
TRIM42,3
HRK,3
NPR3,3
UNC13D,3
NR1D1 /// THRA,3
HNRNPA3,3
OIP5-AS1,3
AGAP2,3
SFXN1,3
MAP6D1,3
SERF1A /// SERF1B,3
SERPINB9,3
MGC12916,3
VAPB,3
FLJ10038,3
FITM2,3
PDHA1,3
PRUNE2,3
RP11-350F4.2,3
NT5DC4,3
EPM2AIP1,3
DUSP4,3
ACRBP,3
FLNA,3
JMJD4,3
CYAT1 /// IGLC1 /// IGLV1-44,3
DIAPH3,3
AIG1,3
SNCAIP,3
PHLDB3,3
DSTN,3
FAM219B,3
FOLH1 /// FOLH1B,3
KBTBD7,3
SEMA4F,3
GNG12,3
SATB1,3
PLA2G5,3
SCLY,3
PADI2,3
CINP,3
STK17A,3
GGT7,3
SLC5A12,3
MMAB,3
PARP11,3
SLC9A5,3
TOR1A,3
OPRM1,3
ALDH3A2,3
TMEM134,3
LOC101929240 /// SNRNP200,3
RASSF3,3
CATSPERG,3
MARS /// MIR6758,3
TRMT1,3
CECR2,3
RNF6,3
ERP44,3
SLC16A1-AS1,3
DUSP6,3
SMOX,3
UTRN,3
GOLGA8A /// GOLGA8B /// LOC101930583,3
BRD8,3
EP400NL,3
CBLB,3
ZNF286A,3
TAX1BP1,3
OTUD7A,3
MIDN,3
ZBTB46,3
SIX1,3
AMN,3
YES1,3
RGR,3
GAMT,3
KHDRBS1,3
CDK10,3
TRPC1,3
PPP1R37,3
COTL1,3
AKNAD1,3
LLGL1,3
USP13,3
GALE,3
KIAA1467,3
LINC01004,3
CD109,3
MRPS25,3
LOC101928651,3
FAM19A5,3
RXFP1,3
ATF6B,3
ZNF460,3
PIK3R2,3
CHURC1-FNTB /// FNTB,3
DGUOK,3
GATA2,3
VTI1B,3
LOC101928589 /// TMEM164,3
NCDN,3
SLC16A10,3
KNDC1,3
GLE1,3
SLC26A2,3
CD55,3
PXMP4,3
SSH3,3
RP11-473I1.9,3
HDAC4,3
MB21D1,3
ZCCHC4,3
TMX4,3
UGT1A1 /// UGT1A10 /// UGT1A3 /// UGT1A4 /// UGT1A5 /// UGT1A6 /// UGT1A7 /// UGT1A8 /// UGT1A9,3
AP3S2 /// C15orf38-AP3S2,3
MESDC2,3
PLN,3
ENTPD4,3
TP53INP1,3
PSMA1,3
SCAI,3
SMUG1,3
FAM160B2,3
LSM14A,3
DDX6,3
CDHR5,3
HNRNPA3 /// HNRNPA3P1,3
MYO1C,3
SNRK,3
NDUFB8,3
CCDC7,3
SERGEF,3
PRKAB2,3
MCHR1,3
LY86-AS1,3
TNFSF10,3
PUM1,3
DDX54,3
HAUS5,3
IFT27,3
DOCK4,3
NDST1,3
SLAMF1,3
LMBRD2,3
MPZL2,3
TIMP2,3
TCEA2,3
SCAPER,3
BCL10,3
GEMIN8,3
TLL2,3
NLRP3,3
FBXO41 /// LOC101927826,3
TEX9,3
MRPL57,3
OTUB2,3
ZNF614,3
FAM222B,3
TRADD,3
GLI2,3
AK074476,3
TMEM229B,3
HYPK /// MIR1282 /// SERF2,3
PIK3IP1,3
TONSL,3
VEPH1,3
EPHA1,3
RHD,3
GRIA2,3
DNM3,3
UVSSA,3
SCARA3,3
LINC00598,3
CMTM4,3
ANKRD13D,3
SLC15A4,3
C12orf54,3
PUM2,3
CLTC,3
ARID2,3
USH1C,3
GNPTAB,3
PLXNA2,3
SEC14L3,3
FAM129C,3
THPO,3
DCAF6,3
YWHAQ,3
TSEN54,3
ALDOA,3
NFKBID,3
CACNG8,3
ZNF280B,3
CAPN13,3
TET2,3
HS6ST1,3
ACKR2,3
CEACAM3,3
ELF2,3
CIAPIN1,3
ARPC4 /// ARPC4-TTLL3 /// TTLL3,3
TGFA,3
SH2D3C,3
LOC100506457,3
MAML3,3
MRPS18C,3
C10orf12,3
HADH,3
HERC1,3
MYCBP2,3
PARVG,3
LOC100507507,3
LOC643711,3
DRP2,3
TKT,3
ZNF791,3
MEGF11,3
TMEM127,3
TP53I11,3
C6orf52,3
LOC400794,3
DAP3,3
TPMT,3
TBC1D2B,3
IQSEC2,3
ITPK1,3
VAV2,3
AP2S1,3
CSH1 /// CSH2,3
MPZL3,3
ARPC2,3
B9D1,3
FAM21A /// FAM21C /// LOC101930591,3
MED7,3
FBXL21,3
CEP104,3
AHDC1,3
SSTR2,3
FEZ2,3
BBS1,3
HES2,3
NDUFA2,3
PLG,3
CUL3,3
SESTD1,3
CDK9,3
TBC1D5,3
HCG8 /// ZNRD1-AS1,3
PI4KB,3
FLJ37453,3
PEX14,3
MAP1LC3A,3
TGM4,3
SH3GLB1,3
ABHD1,3
WDR90,3
TREML4,3
ZBTB40,3
VIPR2,3
FKBP8,3
ERVK13-1,3
SPECC1,3
SLC17A1,3
ARHGAP42,3
PDX1,3
PYGO1,3
POLA2,3
REG4,3
FRS2,3
IL17RB,3
CYTH2,3
FAM131A,3
RSL1D1,3
RMND5A,3
SEC14L2,3
TENM3,3
ATP4B,3
ESRRB,3
UNC80,3
DDAH2,3
CHM,3
FASTKD2,3
BAG4,3
CREBL2,3
LINC00642,3
FRMD4B,3
COMMD4,3
GPHN,3
PHF8,3
NCR2,3
SLC30A6,3
MMP2,3
CLCNKB,3
SSX2 /// SSX2B,3
AQP3,3
IFT43,3
RIMS1,3
PLEKHB1,3
AP001062.7 /// C21orf2,3
NGRN,3
MEF2D,3
AGPAT6,3
CTNND2,3
GPR39,3
MARK1,3
TRIM44,3
MAPK12,3
ELK1,3
WDR41,3
NXPH2,3
HKR1,3
KLHL8,3
PPP1R12C,3
CLDN22 /// WWC2,3
GPR155,3
NUP214,3
NCR1,3
UHRF1BP1,3
RPRD2,3
RP11-1151B14.3,3
DCAKD,3
TP73-AS1,3
PAK4,3
DISC1,3
MGAT3,3
STOM,3
RABEP2,3
FAM122A,3
TTC28-AS1,3
NCKAP1L,3
PARK2,3
NDUFAF7,3
FUT9,3
THAP2,3
PARP6,3
UGT3A1,3
MYOF,3
MGST3,3
PTAR1,3
GPR137,3
KLHL35,3
ZFP42,3
MDGA1,3
MCTS1,3
FOXP3,3
DNAJC13,3
ZRANB1,3
RP9P,3
EID1,3
PQBP1,3
C4A /// C4B /// C4B_2,3
DNAJC30,3
MALSU1,3
FAM46A,3
WDR91,3
ASB10,3
ZNF500,3
ATP1A4,3
PPP2R3C,3
ANKRD40,3
ARHGAP28,3
SP2,3
PIEZO1,3
C10orf76,3
TMEM232,3
LHFPL3-AS1,3
LINC01360,3
PANX2,3
EME2,3
ACVR2B,3
ZSCAN12,3
EXOSC1,3
FST,3
MKX,3
RPS19,3
CMPK1,3
HOTTIP,3
PACSIN2,3
LINC01210,3
HIF1AN,3
IDH1,3
CENPV,3
PYROXD1,3
SIRPA,3
LOC101927051,3
CCDC90B,3
MYO9A,3
FAM69A,3
DLEC1,3
C14orf64,3
RTF1,3
ADAM7,3
SNORA74A,3
NAGA,3
RBM10,3
MDN1,3
MIER2,3
POLE4,3
GAP43,3
CEP44,3
PEBP1,3
IGFBP7,3
BCR,3
C10orf67,3
JTB,3
STAG2,3
UROS,3
PWWP2B,3
LETM1,3
ITFG2 /// LOC100507424,3
REPS1,3
KLK13,3
ELF3,3
LINC01089,3
GNRHR,3
OSBPL6,3
SAMD15,3
RPS17,3
BANP,3
PRKD2,3
NRAP,3
CALN1,3
BMP8B,3
PLGLB1 /// PLGLB2,3
URB1,3
VPS33A,3
IFITM10,3
TP53TG1,3
USP9X,3
TRIM50,3
NDUFB2,3
TNRC6C-AS1,3
PRKCE,3
PPP4R1L,3
TTLL10,3
ZMYM4,3
GABRA2,3
JARID2,3
TNFRSF10A,3
RBPJ,3
CLPTM1L,3
FILIP1L,3
CLYBL,3
POLR2A,3
MORC2,3
ALMS1,3
SUPT7L,3
EHD3,3
RNF126,3
ZNF19,3
LIPJ,3
IDI1,3
CLEC12A,3
RPP14,3
TGFBR1,3
HOXA13,3
LINC00304,3
HS3ST1,3
WDR66,3
ESPN,3
C9orf72,3
OLFM1,3
SKIV2L2,3
SAFB,3
KIF5C,3
SLC1A6,3
EMC8,3
VPS54,3
PEX16,3
TXNL4A,3
UBE2D2,3
SPATA5L1,3
H1FNT,3
SNRPE,3
FARS2,3
SYT12,3
CDC37L1,3
ITGA11,3
DPP4,3
SMDT1,3
SIN3B,3
MECP2,3
LAMB4,3
PEX26,3
ZNF529,3
ERI2,3
ZNF174,3
DSCAM,3
C16orf95,3
PCDHA1 /// PCDHA10 /// PCDHA11 /// PCDHA12 /// PCDHA13 /// PCDHA2 /// PCDHA3 /// PCDHA4 /// PCDHA5 /// PCDHA6 /// PCDHA7 /// PCDHA8 /// PCDHA9 /// PCDHAC1 /// PCDHAC2,3
METRN,3
TRMT44,3
AGAP3,3
FAM66C /// LOC101928910,3
AMACR,3
LINC01314,3
TLR3,3
CHI3L1,3
MRE11A,3
CABP4,3
LINC01138,3
SIPA1L1,3
HECA,3
ATP8B3,3
PDCD6,3
LOC101928061 /// SERP1,3
NFAT5,3
PIGO,3
ZCCHC14,3
TMEM80,3
CCDC61,3
CPNE8,3
NOL7,3
GIGYF1,3
ALG10 /// ALG10B,3
BRPF3,3
SMPD1,3
SLC25A28,3
YWHAB,3
ZMIZ1,3
FOXA2,3
GYPE,3
PAM,3
SOCS7,3
INPP5B,3
DUT,3
SPOP,3
ATPIF1,3
BAD,3
NFIA-AS2,3
GTPBP8,3
AQP2,3
MASP2,3
MAP3K12,3
IRAK2,3
KIAA1919,3
APP,3
PPP2R3A,3
MRPL43,3
CLUHP3,3
MTF1,3
STUB1,3
SYTL4,3
CSRP2BP /// PET117,3
RBFOX1,3
ACHE,3
TMEM116,3
SNRPN /// SNURF,3
MIA-RAB4B /// RAB4B,3
TSPAN2,3
MIOS,3
WARS2,3
NXF2 /// NXF2B,3
HCFC1,3
COQ7,3
TSNARE1,3
PPOX,3
SLC35G1,3
ARHGAP25,3
TAOK2,3
CACNG4,3
KIAA1549L,3
C12orf65,3
SAP18,3
APBB1IP,3
TRDMT1,3
EDN1,3
IFNAR2,3
UROD,3
HNRNPA0,3
ZFP41,3
BCCIP,3
NRDE2,3
CDK5RAP2,3
RNF217,3
SIRT3,3
ITSN2,3
AKAP17A,3
ANGEL1,3
LINC00475,3
PSG9,3
SLC12A9,3
KIF25-AS1,3
HHLA3,3
CSDE1,3
PABPC1L,3
SMC5,3
ATP10A,3
HAP1,3
BROX,3
TRIM31,3
LARP7,3
CMKLR1,3
RASA3,3
IL6R,3
C11orf54,3
HADHA,3
GK5,3
EIF3C /// EIF3CL,3
CCDC157,3
ZNF79,3
RAD17,3
PADI4,3
PCYT1B,3
PKLR,3
EDRF1,3
PTPRE,3
ZNF518A,3
GPR135,3
COPS7B,3
CEP97,3
TRAPPC2L,3
PRMT5,3
TMEM218,3
CSNK1G3,3
CCDC186,3
SOCS2,3
DHRS7,3
TMC8,3
TDRD3,3
BOD1L1,3
ALG5,3
ATG4B,3
KIAA1211L,3
SNHG12 /// SNORA16A /// SNORA44 /// SNORA61,3
RABL6,3
ZC4H2,3
ZNF639,3
OGG1,3
LINC00537,3
TDH,3
C14orf105,3
KAT5,3
PLXDC1,3
RPL7A /// SNORD24 /// SNORD36A /// SNORD36B,3
MAP4K1,3
POLR2B,3
DAZAP1,3
FMN1,3
KCP,3
ZNF335,3
TAS2R14,3
LOC643201,3
BSDC1,3
AKAP14,3
TINF2,3
MARCH8,3
LTB4R,3
DYNLL2,3
LHX4,3
NID1,3
SHROOM3,3
KITLG,3
ELFN2,3
CASP9,3
C15orf41,3
EVI5,3
C3orf58,3
RNF34,3
FAM200B,3
TM7SF3,3
LOC101928728,3
EEA1,3
TMEM136,3
NACA,3
TAMM41,3
NCOA7,3
CIB2,3
DPYSL4,3
C17orf70,3
NFE2L2,3
DBI,3
ACSL3,3
DLX6,3
CDKL1,3
TTC40,3
KIF5A,3
FBF1,3
TMEM74,3
OGFOD2,3
MAP1B,3
SMYD2,3
EXOSC6,3
CAB39L,3
INPP5D,3
C2orf43,3
GRIK5,3
CTAGE5,3
AVIL,3
C5orf58,3
OR2L2,3
HS6ST2,3
ZFP90,3
LOC441155 /// ZC3H11A,3
HIP1R,3
RPS27A,3
INVS,3
C4orf29,3
HTR7,3
ZNF621,3
TRIM24,3
ARHGEF39,3
EIF2S1,3
RPL13A /// RPL13AP5 /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A,3
KCTD20,3
ADPRH,3
LANCL2,3
RPL38,3
KIAA1429,3
ADCY2,3
CREB3L2,3
LOC100506248 /// LOC728026 /// MIR1244-1 /// MIR1244-2 /// MIR1244-3 /// PTMA,3
LMOD3,3
RNF32,3
STK11,3
HMGN4,3
CHRNA10,3
SPRED2,3
GLRB,3
SH3GL1P2,3
AAMDC,3
ANGPTL3,3
TMEM204,3
TCF12,3
WDR55,3
E2F2,3
MSRB2,3
HR,3
PTPRA,3
HECW1,3
ARVCF,3
PTPN5,3
TBCB,3
IAH1,3
TCEANC,3
KRT10,3
VPS37C,3
FLVCR2,3
POLRMT,3
ZNF346,3
CCDC168,3
CHIC1,3
EGR1,3
FDX1,3
ALKBH5,3
KNG1,3
LOC101060521 /// POLR3E,3
GALNT13,3
DMWD,3
JADE2,3
LPHN1,3
BECN1,3
SLC26A1,3
TNFSF12-TNFSF13 /// TNFSF13,3
SDCCAG3,3
CLRN1,3
ATP8A1,3
SH3TC2,3
DZIP3,3
TRIM66,3
TPI1,3
PRDM5,3
RUVBL2,3
KAZALD1,3
SMTN,3
VGLL1,3
TRABD,3
KIAA1671,3
METTL3,3
FAN1,3
TIAM2,3
ARL6IP6,3
KCNK7,3
ESCO1,3
VDAC3,3
ST8SIA3,3
KTN1,3
FBXL4,3
ATP5O,3
GTPBP2,3
IL31RA,3
PFDN4,3
CTNS,3
ART1,3
AGTR2,3
LINC00334,3
DENND4C,3
CTNNB1,3
ZDHHC24,3
ZMYM3,3
PIWIL2,3
MSX2,3
GCC1,3
MAP7D3,3
PIK3R5,3
KLHL28,3
DPP9,3
ZNF506,3
GRHPR,3
WDR19,3
RER1,3
CUL4A,3
GPR125,3
LOC100129361,3
GRID1,3
SPAM1,3
EFCAB4B,3
CSAD,3
ADI1,3
MEGF10,3
KCNQ3,3
NFE2L1,3
TTC39A,3
AFF2,3
MCTP1,3
DHRS9,3
BEST3,3
WFDC8,3
ZNF740,3
C20orf62,3
METAP2,3
LIN9,3
FLJ42627,3
ATMIN,3
C4orf3,3
SETX,3
XRCC5,3
INPP5F,3
PIKFYVE,3
HECW2,3
EPM2A,3
RFFL,3
LOC285847,3
DXO,3
SLC39A14,3
NCLN,3
TMPRSS6,3
PLCB1,3
CEP164,3
TMED10,3
ZNF609,3
PTCRA,3
ZNF626,3
CHCHD5,3
TXNIP,3
OSBPL1A,3
PLA2G6,3
SIGLEC6,3
HNRNPA1,3
POLR3B,3
ZSCAN18,3
ATP1B3,3
EDDM3A,3
FUT10,3
DUSP19,3
STARD10,3
SYNGR1,3
RAB6B,3
CLNK,3
MUC5AC,3
SMIM11,3
CRYBB2P1,3
MFAP5,3
MSL1,3
LOC101930075 /// PKD1,3
COL13A1,3
MED31,3
CA8,3
ZNF747,3
BDP1,3
MTMR2,3
KCNQ2,3
PRPF38A,3
BANK1,3
TSPYL1,3
IKBIP,3
DHPS,3
SHOX2,3
SLC6A11,3
ZNF548,3
FKBP11,3
HAL,3
ZRANB3,3
TES,3
LPIN1,3
MPL,3
GTF3C4,3
TSPAN12,3
MON1B,3
GCLC,3
BRE,3
IDUA,3
CBR4,3
GJB3,3
B3GALT6,3
ROR1,3
PTPRO,3
AFG3L2,3
FEZF2,3
TSFM,3
STK36,3
EFHC1,3
SLC35C2,3
GTF2A2,3
STAMBP,3
ANO4,3
LINC00491,3
FBXO4,3
SAT1,3
ZSCAN20,3
PPIE,3
PDIA3,3
KLC3,3
PCCA,3
DCC,3
C16orf52 /// LOC101930115 /// VWA3A,3
ZNF805,3
TTC5,3
YPEL1,3
NLGN2,3
SOX1,3
STXBP5-AS1,3
SPTLC3,3
TRPM1,3
RIMBP2,3
BMS1P20,3
MAPT-AS1,3
CEP78,3
TRIP12,3
SIGLEC7,3
MBD5,3
CCAR2,3
KLHL18,3
DOT1L,3
FRA10AC1,3
RNASE7,3
KIR2DL4,3
TFCP2,3
CMIP,3
ZNF443,3
ZC3H15,3
PMEPA1,3
PTAFR,3
CROT,3
ERLEC1,3
MIR124-2HG,3
USP32,3
CYP2E1,3
MBD3,3
MFN2,3
XPR1,3
ATG13,3
AIMP2,3
STOML1,3
PM20D2,3
ZNF431,3
TRAF7,3
NMT1,3
KIAA1751,3
ASMTL,3
YPEL2,3
PIK3R4,3
SCTR,3
GUCA1C,3
SOX13,3
ICMT,3
MAP3K3,3
TNR,3
NUDT4,3
BTN2A2,3
PRKXP1,3
SLC25A16,3
ZNF287,3
RORB,3
ABCA13,3
ZC3H10,3
HUS1,3
NPHP3,3
ZNF271,3
MYO19,3
HIVEP2,3
SSBP1,3
AMER3,3
POLR3H,3
TNIP2,3
SUCLG2-AS1,3
CACNA1I,3
HTR4,3
OSER1-AS1,3
GPAA1,3
POLR1E,3
KLHL36,3
PDPR,3
PPP4R4,3
CNBD2,3
RGS14,3
ZNF519,3
DNAL1,3
APOL4,3
SSX4 /// SSX4B,3
TMEM86A,3
WDR20,3
NR4A3,3
ABAT,3
KCNMB4,3
DHX35,3
SMARCC2,3
SARM1,3
PWP1,3
LOC101928551,3
SETD4,3
ST8SIA5,3
MTRF1,3
FAM65A,3
ENY2,3
YAP1,3
CHTOP,3
KLRD1,3
PARP2,3
BNIP1,3
EXT1,3
RNF144A-AS1,3
DPP7,3
DDX19A,3
ERLIN2,3
STAMBPL1,3
PHF7,3
LRCH1,3
SNTG1,3
CAMK2N1,3
APTX,3
ILVBL,3
YBX1,3
SETMAR,3
LINC00907,3
MFSD9,3
SEMA3A,3
TRIM69,3
NCKIPSD,3
CASKIN1,3
THBD,3
WNT4,3
ZNF10,3
ZNF92,3
TPH1,3
SWAP70,3
GKAP1,3
AGBL5,3
KCNK10,3
RAB11A,3
PNPLA8,3
IL12RB1,3
LITAF,3
CDK15,3
PBXIP1,3
SSX3,3
PTPRN2,3
SVIL,3
TOB2,3
NCR3,3
CEP63,3
DOK4,3
FASTK,3
LINC00486,3
C19orf12,3
TOR4A,3
MAPRE2,3
GRIN2B,3
B2M,3
KIF1A,3
KLK12,3
LMTK2,3
CAPZA2,3
AGXT,3
KCNS2,3
PSMC2,3
EAF2,3
RGL3,3
TOP3A,3
TFR2,3
SIGLEC8,3
CD28,3
MFI2-AS1,3
TNFSF8,3
RAB40C,3
COX7C,3
KCNJ3,3
TSC22D3,3
GSDMB,3
PLCL2,3
MLLT3,3
ARHGAP9,3
DNM2,3
MROH2B,3
TUBGCP2,3
CDH19,3
NIPAL2,3
NUDC,3
IL18BP,3
SNAPC5,3
PLAC4,3
OTUD5,3
GCLM,3
RPL32P3,3
PGD,3
INSL3,3
MIR3656 /// TRAPPC4,3
LOC101928378,3
PLK3,3
PQLC2,3
NMNAT1,3
MYT1,3
LINC00342,3
LOC101929777 /// WNT3,3
RCL1,3
RAB28,3
DDX49,3
CEP112,3
C1orf85,3
OGFOD3,3
TGFBRAP1,3
ZNF214,3
IKZF2,3
MRVI1,3
YLPM1,3
RAB12,3
WNT5B,3
TTC39C,3
CNOT3,3
FAM98B,3
STIM2,3
SLC35F6,3
RRAGC,3
SETD2,3
GRM5,3
FAM171B,3
UBA5,3
TNFAIP8,3
FER,3
FBXO7,3
MARK3,3
SLC9A1,3
EGR4,3
MRPS31,3
WDR74,3
RAB40B,3
CCL5,3
GREB1L,3
GRIN2C,3
LRRC8B,3
EIF5A2,3
ZNF821,3
TRAM2,3
CIAO1,3
C9orf156,3
SMU1,3
CHRNA3,3
AC007362.3,3
WBP4,3
HOXD3 /// HOXD4 /// LOC401021,3
RPS28,3
VPS41,3
YIPF2,3
MBTPS2,3
RAD54L2,3
GPR82,3
TNFRSF10B,3
ZNRD1-AS1,3
LOC100996693 /// SPEG,3
TUBB,3
TMPRSS3,3
TIFA,3
CYP4A11 /// CYP4A22,3
POF1B,3
C8orf59,3
C18orf32 /// RPL17 /// RPL17-C18orf32 /// SNORD58A /// SNORD58B /// SNORD58C,3
LINC01105,3
MTMR9,3
KCNH5,3
DNAH11,3
SEMA3F,3
SCYL3,3
MTMR7,3
GANC,3
ANKLE2,3
TSPEAR,3
HRASLS2,3
CLCN7,3
CHD4,3
TCF25,3
RGS13,3
FRMD3,3
GHSR,3
CLN5,3
B4GALNT3,3
GDAP1,3
ARSK,3
NTPCR,3
PLEKHA3,3
IRF4,3
EEF1G /// MIR3654,3
SYNJ1,3
CASC4,3
PARD6G,3
GUSBP11,3
EMILIN2,3
ENTPD5,3
LRRC37A3,3
CTAG1A /// CTAG1B,3
GIMAP1-GIMAP5 /// GIMAP5,3
USP21,3
CDCP1,3
TMEM174,3
NUDCD2,3
DIXDC1,3
FBXL14,3
PTGDR,3
HLA-F,3
RALGAPA1 /// RALGAPA1P,3
AGAP1,3
ZNF230,3
ANKUB1,3
AFF1,3
RPL31,3
CXXC5,3
NABP1,3
TTLL3,3
PHKG2,3
FLYWCH1,3
EXOG,3
DDX50,3
GABRB2,3
SMC4,3
TRABD2B,3
KMO,3
TET3,3
BPNT1,3
ZCCHC10,3
TSEN15,3
VAMP3,3
SRPRB,3
PLK4,3
ABI3BP,3
ABCA9,3
KIAA1377,3
PIK3CA,3
TRBC1,3
FLT4,3
CASP8,3
ANKRD30BP3,3
TTC28,3
MCM10,3
RHOT1,3
ATL3,3
PRDM1,3
PON2,3
EIF3F,3
WDR4,3
FZD1,3
RASSF6,3
ABI1,3
TMEM64,3
PREX2,3
DPYSL3,3
B3GALT5,3
CD53,3
EPT1,3
TAGLN,3
FOXO1,3
TMTC4,3
LINC01088,3
TMEM70,3
AKAP2 /// PALM2-AKAP2,3
EXOC6,3
ZYG11B,3
SLC35D1,3
ADRB1,3
SOX11,3
DIAPH2,3
AKR1C2 /// LOC101930400,3
SUZ12,3
MRPS10,3
RAB6A /// WTH3DI,3
JAK2,3
ARHGDIB,3
C17orf80,3
COL4A6,3
OAS2,3
TYMS,3
UQCRC2,3
ATOH8,3
RRAS2,3
DNAJB9,3
OBSCN,3
HMG20B,3
SRGN,3
SURF4,3
MAGT1,3
SMARCA5,3
TAPBP,3
FBN2,3
MCFD2,3
ARF1 /// MIR3620,3
ATP6V1H,3
RGS4,3
FAM213A,3
SNX2,3
ZNF395,3
STX3,3
KCTD5,3
IQGAP1,3
RPL23A /// SNORD42A,3
SNAP25,3
CPPED1,3
PRKCI,3
PIP4K2A,3
RNFT2,3
SEC23B,3
FAT3,3
ARHGEF11,3
CCAR1,3
SIX3,3
FAXDC2,3
ROBO2,3
MED17,3
CES2,3
HOTAIRM1,3
RNASEH1,3
NUP160,3
IGHA1 /// IGHG1 /// IGHM,3
KLHL14,3
MALT1,3
DLAT,3
PTGIS,3
CD163,3
ADAM9,3
DNAJC18,3
MRAP,3
AKIRIN2,3
GTPBP4,3
RAB4A /// SPHAR,3
SLC7A11,3
EXPH5,3
TXLNG,3
EPB41L3,3
ZNF385B,3
RSPRY1,3
SLC6A8,3
ANKIB1,3
OSMR,3
HSP90AB1,3
LRP8,3
CITED2,3
EDNRA,3
SPATA5,3
RFC3,3
PART1,3
LSM5,3
HNRNPH1,3
NOL9,3
MSANTD4,3
CLCC1,3
OSBP2,3
CALR,3
CD46,3
FOXO3 /// FOXO3B,3
COL22A1,3
PAPD4,3
ZNF75D,3
NUDT21,3
TXNL1,3
ACLY,3
CPSF2,3
RPF1,3
CENPF,3
TRNT1,3
ADD3-AS1,3
PRELP,3
KIAA1211,3
DDX58,3
KDELR2,3
MMRN2,3
PSME4,3
ZIC1,3
MRPL19,3
C2orf49,3
APH1A,3
MIR6787 /// SLC16A3,3
CREB5 /// LOC401317,3
EPHA5,3
LINC00663,3
LYPD6,3
WDR37,3
ST3GAL1,3
UFM1,3
QTRTD1,3
DHX34,3
NDRG3,3
ICAM1,3
WLS,3
C16orf72,3
ZNF37BP,3
MGA,3
BAG1,3
PCNP,3
FGF1,3
HBG1 /// HBG2,3
SLCO2B1,3
PTHLH,3
CLIC4,3
ZNF281,3
RET,3
SULF1,3
RBM6,3
TBC1D30,3
MED30,3
HLA-DPA1,3
LOC101927137 /// SCLT1,3
TFEC,3
RFX2,3
NUDT4 /// NUDT4P1 /// NUDT4P2,3
GLRA3,3
DIP2C,3
